Interstate,Direction,MP From,MP To,2014 Slab ID,BY Length (ft),2014,2015,2016,2017,2018,Replaced,Year Replaced,Replaced and Broken,Possibly OR,possibly_replaced_or_bridge,x,y
I-16,WB,17.5420213,17.53892471,1288,16.35,NC,NC,L2,L2,L2,,,,,0,-83.45583683797267,32.66290750041733
I-16,WB,17.53892471,17.53476183,1289,21.98,SS,SS,SS,SS,SS,,,,,0,-83.45588137324992,32.66293205442777
I-16,WB,17.53476183,17.53075236,1290,21.17,CC,CC,CC,CC,CC,,,,,0,-83.45594124391343,32.662965064063314
I-16,WB,17.53075236,17.52943796,1291,6.94,R,R,R,R,R,,,,,1,-83.45599890823895,32.66299685795871
I-16,WB,17.52943796,17.52734705,1292,11.04,R,R,R,R,R,,,,,1,-83.45601781189515,32.663007280881565
I-16,WB,17.52734705,17.5260516,1293,6.84,R,R,R,R,R,,,,,1,-83.45604788341673,32.663023861589416
I-16,WB,17.5260516,17.52415576,1294,10.01,R,R,R,R,R,,,,,1,-83.45606651468505,32.66303413452273
I-16,WB,17.52415576,17.51996826,1295,22.11,T1,T1,T2,T2,T2,,,,,0,-83.45609378061953,32.66304916858024
I-16,WB,17.51996826,17.51549099,1296,23.64,NC,NC,L1,T2,T2,,,,,0,-83.45615400537363,32.66308237620033
I-16,WB,17.51549099,17.51229212,1297,16.89,NC,NC,NC,T1,T2,,,,,0,-83.45621839764394,32.66311788265491
I-16,WB,17.51229212,17.50919932,1298,16.33,L1,L1,L1,SS,SS,,,,,0,-83.45626440379357,32.66314325144605
I-16,WB,17.50919932,17.50500046,1299,22.17,NC,NC,NC,NC,NC,,,,,0,-83.45630888457428,32.663167779582466
I-16,WB,17.50500046,17.50060841,1300,23.19,NC,NC,NC,NC,NC,,,,,0,-83.45636927274664,32.66320108027885
I-16,WB,17.50060841,17.49739818,1301,16.95,NC,NC,NC,NC,NC,,,,,0,-83.45643243926074,32.66323591400866
I-16,WB,17.49739818,17.49544363,1302,10.32,R,R,R,R,R,,,,,1,-83.45647860883115,32.663261375283106
I-16,WB,17.49544363,17.49374666,1303,8.96,R,R,R,R,R,,,,,1,-83.45650671915219,32.6632768776565
I-16,WB,17.49374666,17.48990007,1304,20.31,NC,NC,NC,T1,T1,,,,,0,-83.45653112501145,32.66329033725166
I-16,WB,17.48990007,17.48666712,1305,17.07,NC,NC,NC,NC,T1,,,,,0,-83.45658644677269,32.6633208471682
I-16,WB,17.48666712,17.48363681,1306,16.0,NC,T2,T2,SS,SS,,,,,0,-83.45663294319776,32.66334649059341
I-16,WB,17.48363681,17.47941901,1307,22.27,SS,SS,SS,SS,SS,,,,,0,-83.45667652508118,32.66337052718288
I-16,WB,17.47941901,17.47500045,1308,23.33,L1,CC,CC,CC,SS,,,,,0,-83.45673718561058,32.66340398399789
I-16,WB,17.47500045,17.47184135,1309,16.68,NC,NC,NC,NC,NC,,,,,0,-83.45680073343252,32.663439034567794
I-16,WB,17.47184135,17.46883188,1310,15.89,SS,SS,SS,SS,SS,,,,,0,-83.45684616753167,32.663464095310886
I-16,WB,17.46883188,17.46456673,1311,22.52,NC,NC,NC,NC,NC,,,,,0,-83.45688944977114,32.663487969952286
I-16,WB,17.46456673,17.46016521,1312,23.24,NC,SS,SS,SS,SS,,,,,0,-83.45695079123742,32.66352180756096
I-16,WB,17.46016521,17.45689249,1313,17.28,NC,NC,T2,T2,T2,,,,,0,-83.45701409386857,32.66355672994164
I-16,WB,17.45689249,17.45394551,1314,15.56,NC,NC,NC,NC,NC,,,,,0,-83.45706115836708,32.663583231067854
I-16,WB,17.45394551,17.44978453,1315,21.97,L2,SS,SS,SS,SS,,,,,0,-83.45710353586935,32.663607414917735
I-16,WB,17.44978453,17.44576559,1316,21.22,CC,CC,CC,CC,CC,,,,,0,-83.4571633709393,32.66364156195821
I-16,WB,17.44576559,17.44349097,1317,12.01,R,R,R,R,R,,,,,1,-83.45722116338928,32.663674543940665
I-16,WB,17.44349097,17.44189437,1318,8.43,R,R,R,R,R,,,,,1,-83.45725387249855,32.66369321121649
I-16,WB,17.44189437,17.43903453,1319,15.1,CC,CC,CC,CC,CC,,,,,0,-83.4572768315148,32.6637063141797
I-16,WB,17.43903453,17.43491142,1320,21.77,NC,T2,T2,T2,T2,,,,,0,-83.45731795620483,32.66372978473489
I-16,WB,17.43491142,17.43050611,1321,23.26,NC,NC,NC,NC,NC,,,,,0,-83.4573772465669,32.66376362329727
I-16,WB,17.43050611,17.42802505,1322,13.1,R,R,R,R,R,,,,,1,-83.457440594925,32.66379977859234
I-16,WB,17.42802505,17.42650611,1323,8.02,R,R,R,R,R,,,,,1,-83.4574762726317,32.66382014154326
I-16,WB,17.42650611,17.4227277,1324,19.95,NC,NC,NC,NC,NC,,,,,0,-83.45749811501345,32.663832608141746
I-16,WB,17.4227277,17.41861596,1325,21.71,L2,L2,SS,SS,SS,,,,,0,-83.45755244861738,32.663863619570435
I-16,WB,17.41861596,17.41610649,1326,13.25,R,R,R,R,R,,,,,1,-83.45761157555917,32.66389736747356
I-16,WB,17.41610649,17.41384323,1327,11.95,R,R,R,R,R,,,,,1,-83.45764766178434,32.66391796475022
I-16,WB,17.41384323,17.40978452,1328,21.43,NC,NC,NC,NC,NC,,,,,0,-83.4576802074733,32.66393654137347
I-16,WB,17.40978452,17.40663489,1329,16.63,SS,SS,SS,SS,SS,,,,,0,-83.45773857183234,32.663969855422366
I-16,WB,17.40663489,17.40354967,1330,16.29,SS,NC,T1,T2,T2,,,1.0,,0,-83.45778386344456,32.66399570806995
I-16,WB,17.40354967,17.39935838,1331,22.13,SS,SS,SS,SS,SS,,,,,0,-83.45782822906914,32.66402103253734
I-16,WB,17.39935838,17.39516709,1332,22.13,NC,NC,NC,NC,NC,,,,,0,-83.45788849986297,32.66405543647054
I-16,WB,17.39516709,17.39184322,1333,17.55,NC,NC,NC,NC,NC,,,,,0,-83.45794877065389,32.66408984109303
I-16,WB,17.39184322,17.38881481,1334,15.99,NC,NC,NC,NC,NC,,,,,0,-83.45799656786734,32.66411712586917
I-16,WB,17.38881481,17.38461595,1335,22.17,NC,NC,NC,NC,NC,,,,,0,-83.45804011643799,32.66414198571199
I-16,WB,17.38461595,17.38031292,1336,22.72,NC,T2,T2,T2,SS,,,,,0,-83.45810049616104,32.66417645426361
I-16,WB,17.38031292,17.37712352,1337,16.84,NC,NC,NC,NC,NC,,,,,0,-83.45816237379928,32.66421177864283
I-16,WB,17.37712352,17.37319738,1338,20.73,NC,NC,NC,NC,NC,,,,,0,-83.45820823732839,32.66423796145236
I-16,WB,17.37319738,17.36868791,1339,23.81,NC,NC,NC,NC,NC,,,,,0,-83.45826469522146,32.664270192976836
I-16,WB,17.36868791,17.36545117,1340,17.09,NC,NC,NC,NC,NC,,,,,0,-83.45832954145243,32.66430721411281
I-16,WB,17.36545117,17.36246632,1341,15.76,NC,NC,NC,NC,NC,,,,,0,-83.45837608584702,32.664333787119155
I-16,WB,17.36246632,17.35841329,1342,21.4,NC,NC,NC,NC,NC,,,,,0,-83.45841900800217,32.664358292498385
I-16,WB,17.35841329,17.3540023,1343,23.29,L1,L1,L1,L1,L2,,,,,0,-83.45847729062163,32.664391568130014
I-16,WB,17.3540023,17.35079586,1344,16.93,NC,L2,L2,L2,L2,,,,,0,-83.45854072062814,32.6644277833347
I-16,WB,17.35079586,17.34785268,1345,15.54,NC,L1,L1,L2,SS,,,,,0,-83.45858682925672,32.6644541094411
I-16,WB,17.34785268,17.34360268,1346,22.44,NC,NC,NC,NC,NC,,,,,0,-83.45862915223731,32.664478274466646
I-16,WB,17.34360268,17.33929018,1347,22.77,NC,NC,NC,NC,NC,,,,,0,-83.45869026727236,32.66451316974049
I-16,WB,17.33929018,17.33489434,1348,23.21,NC,NC,NC,NC,NC,,,,,0,-83.4587522810547,32.664548578925526
I-16,WB,17.33489434,17.33032237,1349,24.14,L2,L2,L2,L2,L2,,,,,0,-83.45881549316765,32.664584673120935
I-16,WB,17.33032237,17.32726366,1350,16.15,NC,NC,NC,NC,NC,,,,,0,-83.45888123811909,32.664622214404076
I-16,WB,17.32726366,17.32434699,1351,15.4,NC,NC,NC,NC,NC,,,,,0,-83.45892522241543,32.664647330538806
I-16,WB,17.32434699,17.32005721,1352,22.65,NC,NC,NC,NC,NC,,,,,0,-83.45896716409582,32.664671280647156
I-16,WB,17.32005721,17.31564244,1353,23.31,NC,NC,NC,NC,NC,,,,,0,-83.45902885104519,32.66470650658796
I-16,WB,17.31564244,17.31258941,1354,16.12,NC,NC,NC,L1,L2,,,,,0,-83.4590923354916,32.66474275976985
I-16,WB,17.31258941,17.30945494,1355,16.55,NC,NC,NC,NC,NC,,,,,0,-83.4591362380753,32.66476783109306
I-16,WB,17.30945494,17.30741138,1356,10.79,R,R,R,R,R,,,,,1,-83.45918131175594,32.664793571593854
I-16,WB,17.30741138,17.30533183,1357,10.98,R,R,R,R,R,,,,,1,-83.4592106981606,32.66481035369374
I-16,WB,17.30533183,17.30322198,1358,11.14,R,R,R,R,R,,,,,1,-83.45924060202665,32.66482743148653
I-16,WB,17.30322198,17.30104774,1359,11.48,R,R,R,R,R,,,,,1,-83.45927094164949,32.664844758320676
I-16,WB,17.30104774,17.29780721,1360,17.11,NC,NC,NC,NC,NC,,,,,0,-83.45930220725637,32.664862614175824
I-16,WB,17.29780721,17.29469736,1361,16.42,NC,L1,L2,L2,L2,,,,,0,-83.45934880608179,32.66488922722412
I-16,WB,17.29469736,17.29061213,1362,21.57,L2,L2,L2,SS,SS,,,,,0,-83.45939352570082,32.66491476745823
I-16,WB,17.29061213,17.28622387,1363,23.17,CC,CC,CC,CC,CC,,,,,0,-83.45945227126344,32.66494831878996
I-16,WB,17.28622387,17.28296819,1364,17.19,L2,L2,L2,L2,L2,,,,,0,-83.45951537439791,32.66498435965021
I-16,WB,17.28296819,17.28001364,1365,15.6,L1,L1,L2,L2,CC,,,,,0,-83.45956219109293,32.66501109918657
I-16,WB,17.28001364,17.27585644,1366,21.95,NC,NC,NC,NC,NC,,,,,0,-83.45960467744611,32.665035365831486
I-16,WB,17.27585644,17.27134129,1367,23.84,NC,NC,NC,NC,NC,,,,,0,-83.45966445792105,32.66506951086784
I-16,WB,17.27134129,17.2682447,1368,16.35,NC,NC,NC,NC,NC,,,,,0,-83.459729385777,32.66510659680445
I-16,WB,17.2682447,17.26532614,1369,15.41,NC,NC,NC,NC,NC,,,,,0,-83.45977391473609,32.66513203169872
I-16,WB,17.26532614,17.26091136,1370,23.31,NC,NC,NC,NC,NC,,,,,0,-83.45981588361867,32.66515600467291
I-16,WB,17.26091136,17.25692083,1371,21.07,T2,T2,T2,T2,T2,,,,,0,-83.45987936801872,32.66519226818579
I-16,WB,17.25692083,17.25351553,1372,17.98,NC,T2,T2,SS,SS,,,,,0,-83.45993675181218,32.66522504768246
I-16,WB,17.25351553,17.25042272,1373,16.33,NC,NC,NC,NC,T1,,,,,0,-83.45998572003943,32.66525302051966
I-16,WB,17.25042272,17.24635643,1374,21.47,NC,NC,NC,NC,NC,,,,,0,-83.46003019451724,32.66527842679678
I-16,WB,17.24635643,17.2419928,1375,23.04,NC,NC,NC,T1,T2,,,,,0,-83.46008866769476,32.6653118305636
I-16,WB,17.2419928,17.23866893,1376,17.55,L2,L2,SS,SS,SS,,,,,0,-83.46015141673631,32.6653476778539
I-16,WB,17.23866893,17.23562537,1377,16.07,NC,NC,L2,SS,SS,,,,,0,-83.46019921385468,32.66537498404384
I-16,WB,17.23562537,17.23154961,1378,21.52,NC,NC,NC,T1,SS,,,,,0,-83.46024298021656,32.66539998796915
I-16,WB,17.23154961,17.22734317,1379,22.21,NC,NC,NC,NC,NC,,,,,0,-83.4603015895541,32.665433472449095
I-16,WB,17.22734317,17.22404582,1380,17.41,L2,L2,L2,SS,SS,,,,,0,-83.46036207809004,32.665468031430144
I-16,WB,17.22404582,17.22107802,1381,15.67,SS,SS,SS,SS,NC,,,1.0,,0,-83.46040949390878,32.66549512223456
I-16,WB,17.22107802,17.21687347,1382,22.2,R,R,R,R,R,1.0,2018.0,1.0,,0,-83.46045217086655,32.66551950602153
I-16,WB,17.21687347,17.21256854,1383,22.73,L1,L1,L2,L2,L2,,,,,0,-83.46051263215571,32.66555405179623
I-16,WB,17.21256854,17.20930718,1384,17.22,NC,NC,NC,NC,NC,,,,,0,-83.46057453688461,32.665589423358945
I-16,WB,17.20930718,17.20634127,1385,15.66,SS,SS,SS,SS,SS,,,,,0,-83.4606214352275,32.66561622125798
I-16,WB,17.20634127,17.20211399,1386,22.32,NC,NC,NC,NC,T2,,,,,0,-83.46066408493672,32.66564059207286
I-16,WB,17.20211399,17.19782233,1387,22.66,NC,NC,NC,L2,L2,,,,,0,-83.46072487302297,32.665675328426396
I-16,WB,17.19782233,17.19452119,1388,17.43,SS,SS,SS,SS,SS,,,,,0,-83.46078658708485,32.66571059527194
I-16,WB,17.19452119,17.19210831,1389,12.74,R,R,R,R,R,,,,,1,-83.46083405733816,32.66573772357486
I-16,WB,17.19210831,17.18991892,1390,11.56,R,R,R,R,R,,,,,1,-83.46086875446629,32.665757553058256
I-16,WB,17.18991892,17.18769732,1391,11.73,R,R,R,R,R,,,,,1,-83.46090023788472,32.66577554652108
I-16,WB,17.18769732,17.18541323,1392,12.06,R,R,R,R,R,,,,,1,-83.46093218428989,32.665793805310244
I-16,WB,17.18541323,17.18302687,1393,12.6,R,R,R,R,R,,,,,1,-83.46096502943593,32.665812578819505
I-16,WB,17.18302687,17.17979959,1394,17.04,NC,NC,NC,T1,CC,,,,,0,-83.46099934582551,32.66583211590184
I-16,WB,17.17979959,17.17683368,1395,15.66,NC,NC,NC,NC,NC,,,,,0,-83.46104575808488,32.66585807027761
I-16,WB,17.17683368,17.17263103,1396,22.19,NC,NC,NC,NC,NC,,,,,0,-83.46108841160355,32.6658819230558
I-16,WB,17.17263103,17.16821247,1397,23.33,NC,NC,NC,NC,NC,,,,,0,-83.46114885103808,32.665915722661374
I-16,WB,17.16821247,17.16505527,1398,16.67,NC,NC,NC,NC,NC,,,,,0,-83.46121239551506,32.665951259410704
I-16,WB,17.16505527,17.16200982,1399,16.08,NC,NC,NC,NC,NC,,,,,0,-83.46125779998951,32.665976651955276
I-16,WB,17.16200982,17.15780906,1400,22.18,NC,NC,NC,NC,NC,,,,,0,-83.46130159746554,32.66600114613485
I-16,WB,17.15780906,17.1534814,1401,22.85,NC,NC,NC,NC,NC,,,,,0,-83.46136200965348,32.66603493282181
I-16,WB,17.1534814,17.15027118,1402,16.95,NC,NC,NC,NC,NC,,,,,0,-83.46142424673343,32.666069740802584
I-16,WB,17.15027118,17.14726549,1403,15.87,L1,L1,L1,L1,L1,,,,,0,-83.4614704138434,32.66609556161876
I-16,WB,17.14726549,17.14304769,1404,22.27,NC,NC,NC,NC,NC,,,,,0,-83.46151363933079,32.66611973756339
I-16,WB,17.14304769,17.13863481,1405,23.3,NC,NC,NC,NC,NC,,,,,0,-83.46157429664449,32.66615366366385
I-16,WB,17.13863481,17.13547382,1406,16.69,NC,NC,NC,NC,NC,,,,,0,-83.46163775939011,32.666189159574834
I-16,WB,17.13547382,17.13247193,1407,15.85,NC,NC,NC,NC,NC,,,,,0,-83.46168321832495,32.66621458606673
I-16,WB,17.13247193,17.12826359,1408,22.22,T2,SS,SS,SS,SS,,,,,0,-83.46172638933116,32.66623873320097
I-16,WB,17.12826359,17.12390564,1409,23.01,NC,NC,T1,T1,T2,,,,,0,-83.46178691044929,32.66627258545473
I-16,WB,17.12390564,17.1207295,1410,16.77,NC,NC,NC,NC,NC,,,,,0,-83.46184958330551,32.666307641973745
I-16,WB,17.1207295,17.11770298,1411,15.98,NC,NC,NC,NC,NC,,,,,0,-83.46189526013107,32.66633319209203
I-16,WB,17.11770298,17.1135401,1412,21.98,NC,NC,NC,NC,NC,,,,,0,-83.46193878521447,32.66635753894911
I-16,WB,17.1135401,17.1091954,1413,22.94,NC,NC,NC,NC,NC,,,,,0,-83.46199865262982,32.66639102785987
I-16,WB,17.1091954,17.10604768,1414,16.62,NC,NC,L2,L2,L2,,,,,0,-83.46206113481573,32.666425980126796
I-16,WB,17.10604768,17.10302874,1415,15.94,NC,L2,L2,L2,L2,,,,,0,-83.46210640307588,32.666451303445406
I-16,WB,17.10302874,17.09883366,1416,22.15,L2,L2,L2,SS,SS,,,,,0,-83.46214981920362,32.66647559102162
I-16,WB,17.09883366,17.09446623,1417,23.06,NC,NC,NC,T1,T1,,,,,0,-83.46221014964233,32.666509341259136
I-16,WB,17.09446623,17.09124275,1418,17.02,NC,NC,NC,NC,NC,,,,,0,-83.46227295866507,32.66654447877774
I-16,WB,17.09124275,17.089256,1419,10.49,R,R,R,R,R,,,,,1,-83.46231931640673,32.66657041335244
I-16,WB,17.089256,17.08787532,1420,7.29,R,R,R,R,R,,,,,1,-83.46234788824552,32.66658639790351
I-16,WB,17.08787532,17.08446812,1421,17.99,NC,T1,T1,T2,SS,,,,,0,-83.46236774417507,32.666597506417084
I-16,WB,17.08446812,17.08217456,1422,12.11,R,R,R,R,R,,,,,1,-83.46241674392319,32.666624919906724
I-16,WB,17.08217456,17.07934691,1423,14.93,T2,T2,T2,T2,T2,,,,,0,-83.4624497281884,32.66664337359522
I-16,WB,17.07934691,17.07640183,1424,15.55,NC,NC,NC,NC,NC,,,,,0,-83.46249039334664,32.66666612478081
I-16,WB,17.07640183,17.07275221,1425,19.27,SS,SS,SS,SS,SS,,,,,0,-83.46253274721074,32.66668982107857
I-16,WB,17.07275221,17.07040751,1426,12.38,R,R,R,R,R,,,,,1,-83.46258523331574,32.66671918665307
I-16,WB,17.07040751,17.0680666,1427,12.36,R,R,R,R,R,1.0,2018.0,,,1,-83.46261895298144,32.6667380528189
I-16,WB,17.0680666,17.06614804,1428,10.13,R,R,R,R,R,,,,,1,-83.46265261817189,32.666756888714026
I-16,WB,17.06614804,17.06391698,1429,11.78,R,R,R,R,R,,,,,1,-83.46268020946405,32.666772326379494
I-16,WB,17.06391698,17.06165183,1430,11.96,R,R,R,R,R,,,,,1,-83.46271229489491,32.66679027874554
I-16,WB,17.06165183,17.05852683,1431,16.5,T2,T2,T2,T2,T2,,,,,0,-83.46274487059472,32.66680850561931
I-16,WB,17.05852683,17.05451168,1432,21.2,SS,SS,SS,SS,SS,,,,,0,-83.4627898119853,32.66683365170611
I-16,WB,17.05451168,17.05015751,1433,22.99,NC,NC,NC,NC,L1,,,,,0,-83.4628475548607,32.6668659611575
I-16,WB,17.05015751,17.04696811,1434,16.84,NC,NC,NC,NC,NC,,,,,0,-83.46291017319302,32.666900999315125
I-16,WB,17.04696811,17.0439416,1435,15.98,NC,NC,NC,NC,NC,,,,,0,-83.46295604064288,32.666926664962524
I-16,WB,17.0439416,17.04012341,1436,20.16,NC,NC,T2,T2,T2,,,,,0,-83.46299956569179,32.66695102025343
I-16,WB,17.04012341,17.03783743,1437,12.07,R,R,R,R,R,,,,,1,-83.46305447588914,32.666981746822
I-16,WB,17.03783743,17.03593402,1438,10.05,R,R,R,R,R,,,,,1,-83.46308735118969,32.667000143407535
I-16,WB,17.03593402,17.0336878,1439,11.86,R,R,R,R,R,,,,,1,-83.46311472457518,32.66701546134778
I-16,WB,17.0336878,17.03183743,1440,9.77,R,R,R,R,R,,,,,1,-83.46314702789304,32.66703353821868
I-16,WB,17.03183743,17.02914992,1441,14.19,R,R,R,R,R,,,,,1,-83.46317363863574,32.66704842968277
I-16,WB,17.02914992,17.02495864,1442,22.13,NC,NC,NC,L1,SS,,,,,0,-83.46321228821913,32.66707005835477
I-16,WB,17.02495864,17.02060636,1443,22.98,NC,NC,NC,NC,NC,,,,,0,-83.46327256413518,32.667103789871426
I-16,WB,17.02060636,17.01740181,1444,16.92,SS,SS,SS,SS,SS,,,,,0,-83.46333515520999,32.66713881770881
I-16,WB,17.01740181,17.01437909,1445,15.96,NC,NC,NC,NC,NC,,,,,0,-83.46338124054247,32.667164608912366
I-16,WB,17.01437909,17.01026924,1446,21.7,NC,NC,L1,L1,L1,,,,,0,-83.4634247111028,32.667188937148936
I-16,WB,17.01026924,17.00587908,1447,23.18,NC,NC,T1,T2,T2,,,,,0,-83.46348381580972,32.6672220155727
I-16,WB,17.00587908,17.00265749,1448,17.01,NC,NC,NC,NC,NC,,,,,0,-83.4635469516181,32.66725735075574
I-16,WB,17.00265749,16.99960635,1449,16.11,NC,NC,NC,NC,NC,,,,,0,-83.4635932820777,32.667283280981174
I-16,WB,16.99960635,16.9954662,1450,21.86,NC,NC,NC,NC,NC,,,,,0,-83.46363716118867,32.6673078396092
I-16,WB,16.9954662,16.99110635,1451,23.02,NC,NC,NC,NC,NC,,,,,0,-83.46369670168079,32.667341164301696
I-16,WB,16.99110635,16.98786961,1452,17.09,NC,NC,NC,NC,NC,,,,,0,-83.46375940168366,32.667376258087266
I-16,WB,16.98786961,16.9848412,1453,15.99,NC,NC,NC,NC,NC,,,,,0,-83.46380595003299,32.66740231212703
I-16,WB,16.9848412,16.98063476,1454,22.21,NC,NC,NC,NC,NC,,,,,0,-83.4638495022904,32.66742668956726
I-16,WB,16.98063476,16.97625218,1455,23.14,NC,NC,NC,NC,NC,,,,,0,-83.46390999607391,32.667460550250155
I-16,WB,16.97625218,16.97301922,1456,17.07,NC,NC,L1,L1,L1,,,,,0,-83.46397302291234,32.66749582951955
I-16,WB,16.97301922,16.97003438,1457,15.76,L2,L2,L2,L2,L2,,,,,0,-83.46401951677939,32.66752185495226
I-16,WB,16.97003438,16.96585445,1458,22.07,L2,SS,SS,SS,SS,,,,,0,-83.46406244257425,32.66754588348719
I-16,WB,16.96585445,16.96144346,1459,23.29,T2,T2,T2,T2,T2,,,,,0,-83.46412255502693,32.66757953316496
I-16,WB,16.96144346,16.95821808,1460,17.03,NC,NC,NC,NC,NC,,,,,0,-83.46418599041222,32.66761504370015
I-16,WB,16.95821808,16.9552124,1461,15.87,NC,NC,NC,NC,NC,,,,,0,-83.46423237532255,32.66764101003809
I-16,WB,16.9552124,16.95102679,1462,22.1,NC,NC,NC,NC,NC,,,,,0,-83.46427560071889,32.66766520805106
I-16,WB,16.95102679,16.94663664,1463,23.18,T2,T2,T2,T2,T2,,,,,0,-83.46433579487264,32.66769890593638
I-16,WB,16.94663664,16.94341315,1464,17.02,NC,NC,NC,NC,NC,,,,,0,-83.46439893063794,32.667734251348115
I-16,WB,16.94341315,16.94040558,1465,15.88,CC,CC,CC,CC,CC,,,,,0,-83.46444528830295,32.66776020434895
I-16,WB,16.94040558,16.93614232,1466,22.51,NC,NC,NC,NC,NC,,,,,0,-83.46448854092884,32.667784419396654
I-16,WB,16.93614232,16.93169156,1467,23.5,NC,NC,T1,T2,T2,,,,,0,-83.46454985179581,32.66781874499215
I-16,WB,16.93169156,16.92840747,1468,17.34,L1,L1,L1,T1,T2,,,,,0,-83.46461385913912,32.667854581028045
I-16,WB,16.92840747,16.92531845,1469,16.31,SS,SS,SS,SS,SS,,,,,0,-83.46466108838501,32.66788102397637
I-16,WB,16.92531845,16.92116315,1470,21.94,CC,CC,CC,CC,CC,,,,,0,-83.46470551220105,32.66790589661214
I-16,WB,16.92116315,16.91701921,1471,21.88,NC,NC,NC,NC,NC,,,,,0,-83.46476527053836,32.667939355563995
I-16,WB,16.91701921,16.91259875,1472,23.34,NC,NC,L1,L1,CC,,,,,0,-83.46482486544961,32.66797272372481
I-16,WB,16.91259875,16.90938095,1473,16.99,NC,NC,T2,T2,T2,,,,,0,-83.46488843698316,32.668008319245125
I-16,WB,16.90938095,16.90635254,1474,15.99,SS,SS,SS,SS,SS,,,,,0,-83.46493471291718,32.66803423099168
I-16,WB,16.90635254,16.90219344,1475,21.96,SS,SS,SS,SS,SS,,,,,0,-83.4649782651335,32.66805861801961
I-16,WB,16.90219344,16.89776541,1476,23.38,CC,CC,CC,CC,CC,,,,,0,-83.46503807793071,32.66809211076217
I-16,WB,16.89776541,16.89446238,1477,17.44,SS,SS,SS,SS,SS,,,,,0,-83.4651017584007,32.668127770049836
I-16,WB,16.89446238,16.8913942,1478,16.2,CC,CC,CC,SS,SS,,,,,0,-83.46514925999769,32.6681543701817
I-16,WB,16.8913942,16.88714988,1479,22.41,NC,T2,T2,T2,CC,,,,,0,-83.46519338418564,32.66817907944373
I-16,WB,16.88714988,16.88267071,1480,23.65,SS,SS,SS,SS,SS,,,,,0,-83.46525442264276,32.66821326124233
I-16,WB,16.88267071,16.87933927,1481,17.59,SS,SS,SS,SS,SS,,,,,0,-83.46531883850287,32.66824933525415
I-16,WB,16.87933927,16.87641124,1482,15.46,SS,SS,SS,SS,SS,,,,,0,-83.46536674864724,32.66827616637024
I-16,WB,16.87641124,16.87391124,1483,13.2,R,R,R,R,R,,,,,1,-83.46540885727705,32.66829974888035
I-16,WB,16.87391124,16.87219722,1484,9.05,R,R,R,R,R,,,,,1,-83.46544481031012,32.668319884322806
I-16,WB,16.87219722,16.86787525,1485,22.82,T1,T2,T2,T2,T2,,,,,0,-83.46546945992668,32.66833368947499
I-16,WB,16.86787525,16.86457411,1486,17.43,L2,L2,L2,L2,L2,,,,,0,-83.46553161509009,32.66836850035173
I-16,WB,16.86457411,16.86141692,1487,16.67,L2,L2,L2,L2,L2,,,,,0,-83.46557908942982,32.66839508962972
I-16,WB,16.86141692,16.8572332,1488,22.09,NC,NC,L2,L2,L2,,,,,0,-83.46562449374444,32.66842052001757
I-16,WB,16.8572332,16.85274457,1489,23.7,NC,NC,NC,NC,NC,,,,,0,-83.46568466058639,32.66845421941895
I-16,WB,16.85274457,16.84947562,1490,17.26,NC,NC,NC,NC,NC,,,,,0,-83.46574921260338,32.668490375893235
I-16,WB,16.84947562,16.84643964,1491,16.03,NC,NC,NC,NC,NC,,,,,0,-83.46579622390024,32.66851670823166
I-16,WB,16.84643964,16.84229191,1492,21.9,NC,NC,NC,NC,NC,,,,,0,-83.46583988502694,32.66854116454071
I-16,WB,16.84229191,16.8377957,1493,23.74,NC,NC,NC,NC,NC,,,,,0,-83.46589953434805,32.66857457720348
I-16,WB,16.8377957,16.83447751,1494,17.52,NC,NC,NC,NC,NC,,,,,0,-83.46596419529646,32.668610798173475
I-16,WB,16.83447751,16.83135251,1495,16.5,NC,NC,NC,NC,NC,,,,,0,-83.4660119147455,32.66863752983949
I-16,WB,16.83135251,16.82715365,1496,22.17,T2,T2,T2,T2,T2,,,,,0,-83.46605685600427,32.668662705809055
I-16,WB,16.82715365,16.82271804,1497,23.42,T1,T2,T2,T2,T2,,,,,0,-83.46611724070921,32.668696534044706
I-16,WB,16.82271804,16.82139418,1498,6.99,R,R,R,R,R,,,,,1,-83.46618103004788,32.668732270857475
I-16,WB,16.82139418,16.8193241,1499,10.93,R,R,R,R,R,,,,,1,-83.46620006879367,32.668742937331224
I-16,WB,16.8193241,16.81610819,1500,16.98,NC,NC,NC,NC,NC,,,,,0,-83.4662298389628,32.668759616333816
I-16,WB,16.81610819,16.8120097,1501,21.64,NC,NC,NC,NC,NC,,,,,0,-83.4662760875844,32.66878552815688
I-16,WB,16.8120097,16.80760061,1502,23.28,NC,NC,NC,NC,NC,,,,,0,-83.46633502869378,32.66881855257169
I-16,WB,16.80760061,16.80497372,1503,13.87,R,R,R,R,R,,,,,1,-83.46639843667434,32.668854082152116
I-16,WB,16.80497372,16.80010629,1504,25.7,B,B,B,B,B,,,,,1,-83.46643621451757,32.66887525344751
I-16,WB,16.80010629,16.79566311,1505,23.46,NC,NC,NC,NC,NC,,,,,0,-83.46650621309306,32.66891458494516
I-16,WB,16.79566311,16.79251727,1506,16.61,NC,NC,NC,L1,L1,,,,,0,-83.4665701105948,32.66895049287702
I-16,WB,16.79251727,16.78940364,1507,16.44,NC,NC,NC,NC,NC,,,,,0,-83.46661535089582,32.66897591662566
