Interstate,Direction,MP From,MP To,2014 Slab ID,BY Length (ft),2014,2015,2016,2017,2018,Replaced,Year Replaced,Replaced and Broken,Possibly OR
I-16,WB,15.24092776,15.23781034,1966,16.46,SS,SS,SS,SS,SS,,,,
I-16,WB,15.23781034,15.23454708,1967,17.23,NC,NC,NC,NC,NC,,,,
I-16,WB,15.23454708,15.23147321,1968,16.23,NC,NC,NC,NC,NC,,,,
I-16,WB,15.23147321,15.22732359,1969,21.91,NC,NC,NC,NC,NC,,,,
I-16,WB,15.22732359,15.22315882,1970,21.99,NC,NC,NC,NC,NC,,,,
I-16,WB,15.22315882,15.21867018,1971,23.7,NC,NC,NC,NC,NC,,,,
I-16,WB,15.21867018,15.21550162,1972,16.73,NC,NC,NC,NC,NC,,,,
I-16,WB,15.21550162,15.21235199,1973,16.63,NC,NC,NC,NC,NC,,,,
I-16,WB,15.21235199,15.2081626,1974,22.12,NC,NC,NC,NC,NC,,,,
I-16,WB,15.2081626,15.2037251,1975,23.43,NC,NC,NC,NC,NC,,,,
I-16,WB,15.2037251,15.20046373,1976,17.22,NC,NC,NC,NC,NC,,,,
I-16,WB,15.20046373,15.19737661,1977,16.3,NC,NC,NC,NC,NC,,,,
I-16,WB,15.19737661,15.19317775,1978,22.17,NC,NC,NC,NC,NC,,,,
I-16,WB,15.19317775,15.18879706,1979,23.13,NC,NC,NC,NC,NC,,,,
I-16,WB,15.18879706,15.18559252,1980,16.92,NC,NC,NC,NC,NC,,,,
I-16,WB,15.18559252,15.182441,1981,16.64,NC,NC,NC,NC,NC,,,,
I-16,WB,15.182441,15.17824592,1982,22.15,NC,NC,NC,NC,NC,,,,
I-16,WB,15.17824592,15.17387471,1983,23.08,SS,SS,SS,SS,SS,,,,
I-16,WB,15.17387471,15.17059441,1984,17.32,SS,SS,SS,SS,SS,,,,
I-16,WB,15.17059441,15.16754706,1985,16.09,NC,NC,NC,NC,NC,,,,
I-16,WB,15.16754706,15.1634069,1986,21.86,NC,NC,NC,NC,NC,,,,
I-16,WB,15.1634069,15.15891637,1987,23.71,L1,L2,L2,L2,L2,,,,
I-16,WB,15.15891637,15.15552432,1988,17.91,NC,NC,NC,NC,NC,,,,
I-16,WB,15.15552432,15.15255841,1989,15.66,NC,NC,NC,NC,NC,,,,
I-16,WB,15.15255841,15.15087281,1990,8.9,CC,CC,CC,CC,CC,,,,
I-16,WB,15.15087281,15.14906031,1991,9.57,NC,NC,SS,SS,SS,,,,
I-16,WB,15.14906031,15.14755841,1992,7.93,NC,NC,NC,NC,NC,,,,
I-16,WB,15.14755841,15.14398644,1993,18.86,CC,SS,SS,SS,SS,,,,
I-16,WB,15.14398644,15.14068152,1994,17.45,NC,NC,NC,NC,NC,,,,
I-16,WB,15.14068152,15.13773833,1995,15.54,NC,NC,NC,NC,NC,,,,
I-16,WB,15.13773833,15.13344477,1996,22.67,NC,NC,NC,NC,NC,,,,
I-16,WB,15.13344477,15.13072318,1997,14.37,L2,L2,L2,L2,L2,,,,
I-16,WB,15.13072318,15.1289997,1998,9.1,L2,L2,L2,L2,L2,,,,
I-16,WB,15.1289997,15.12785576,1999,6.04,L1,L1,L1,L1,L1,,,,
I-16,WB,15.12785576,15.12576863,2000,11.02,L2,L2,L2,L2,L2,,,,
I-16,WB,15.12576863,15.12266068,2001,16.41,L2,L2,L2,L2,L2,,,,
I-16,WB,15.12266068,15.11838795,2002,22.56,NC,NC,NC,NC,NC,,,,
I-16,WB,15.11838795,15.11396181,2003,23.37,NC,NC,NC,NC,NC,,,,
I-16,WB,15.11396181,15.11066067,2004,17.43,NC,NC,NC,NC,NC,,,,
I-16,WB,15.11066067,15.10763037,2005,16,NC,NC,NC,NC,NC,,,,
I-16,WB,15.10763037,15.10332734,2006,22.72,NC,NC,NC,NC,NC,,,,
I-16,WB,15.10332734,15.09888037,2007,23.48,NC,NC,NC,NC,NC,,,,
I-16,WB,15.09888037,15.09573075,2008,16.63,NC,NC,NC,NC,NC,,,,
I-16,WB,15.09573075,15.09266446,2009,16.19,NC,NC,NC,NC,NC,,,,
I-16,WB,15.09266446,15.08844855,2010,22.26,NC,NC,NC,NC,NC,,,,
I-16,WB,15.08844855,15.08402051,2011,23.38,NC,NC,NC,NC,NC,,,,
I-16,WB,15.08402051,15.08077241,2012,17.15,NC,NC,NC,NC,NC,,,,
I-16,WB,15.08077241,15.07769097,2013,16.27,NC,NC,NC,NC,NC,,,,
I-16,WB,15.07769097,15.07337847,2014,22.77,NC,NC,NC,NC,NC,,,,
I-16,WB,15.07337847,15.06891445,2015,23.57,L1,L1,L1,L1,L1,,,,
I-16,WB,15.06891445,15.06562278,2016,17.38,NC,NC,NC,NC,NC,,,,
I-16,WB,15.06562278,15.06257164,2017,16.11,NC,NC,NC,NC,NC,,,,
I-16,WB,15.06257164,15.05846369,2018,21.69,NC,NC,NC,NC,NC,,,,
I-16,WB,15.05846369,15.05394664,2019,23.85,NC,NC,NC,NC,NC,,,,
I-16,WB,15.05394664,15.05066823,2020,17.31,NC,NC,NC,NC,NC,,,,
I-16,WB,15.05066823,15.04763793,2021,16,NC,NC,NC,NC,NC,,,,
I-16,WB,15.04763793,15.04340308,2022,22.36,NC,NC,NC,NC,NC,,,,
I-16,WB,15.04340308,15.03896368,2023,23.44,NC,NC,NC,NC,NC,,,,
I-16,WB,15.03896368,15.03575156,2024,16.96,NC,NC,NC,NC,NC,,,,
I-16,WB,15.03575156,15.03269095,2025,16.16,NC,NC,NC,NC,NC,,,,
I-16,WB,15.03269095,15.02853944,2026,21.92,NC,NC,NC,NC,NC,,,,
I-16,WB,15.02853944,15.02409625,2027,23.46,NC,NC,NC,NC,NC,,,,
I-16,WB,15.02409625,15.0206739,2028,18.07,NC,NC,NC,NC,NC,,,,
I-16,WB,15.0206739,15.01769852,2029,15.71,NC,NC,NC,NC,NC,,,,
I-16,WB,15.01769852,15.01352617,2030,22.03,NC,NC,NC,NC,NC,,,,
I-16,WB,15.01352617,15.00913981,2031,23.16,NC,NC,NC,NC,NC,,,,
I-16,WB,15.00913981,15.00591064,2032,17.05,NC,NC,NC,NC,NC,,,,
I-16,WB,15.00591064,15.00287087,2033,16.05,NC,NC,NC,NC,NC,,,,
I-16,WB,15.00287087,14.99858109,2034,22.65,NC,NC,NC,NC,NC,,,,
I-16,WB,14.99858109,14.99424965,2035,22.87,NC,NC,NC,NC,NC,,,,
I-16,WB,14.99424965,14.99096177,2036,17.36,NC,NC,NC,NC,NC,,,,
I-16,WB,14.99096177,14.98797692,2037,15.76,NC,NC,NC,NC,NC,,,,
I-16,WB,14.98797692,14.9837648,2038,22.24,NC,NC,NC,NC,NC,,,,
I-16,WB,14.9837648,14.97926669,2039,23.75,NC,NC,NC,NC,NC,,,,
I-16,WB,14.97926669,14.97602237,2040,17.13,NC,NC,NC,NC,NC,,,,
I-16,WB,14.97602237,14.97306025,2041,15.64,NC,NC,NC,NC,NC,,,,
I-16,WB,14.97306025,14.96886139,2042,22.17,NC,NC,NC,NC,NC,,,,
I-16,WB,14.96886139,14.96440116,2043,23.55,NC,NC,NC,NC,NC,,,,
I-16,WB,14.96440116,14.96122881,2044,16.75,NC,NC,NC,NC,NC,,,,
I-16,WB,14.96122881,14.95811517,2045,16.44,NC,NC,NC,NC,NC,,,,
I-16,WB,14.95811517,14.95396365,2046,21.92,NC,NC,NC,NC,NC,,,,
I-16,WB,14.95396365,14.94942956,2047,23.94,NC,NC,NC,NC,NC,,,,
I-16,WB,14.94942956,14.94622123,2048,16.94,NC,NC,NC,NC,NC,,,,
I-16,WB,14.94622123,14.94325911,2049,15.64,NC,NC,NC,NC,NC,,,,
I-16,WB,14.94325911,14.93903562,2050,22.3,NC,NC,NC,NC,NC,,,,
I-16,WB,14.93903562,14.93455835,2051,23.64,NC,NC,NC,NC,NC,,,,
I-16,WB,14.93455835,14.93146365,2052,16.34,NC,NC,NC,NC,NC,,,,
I-16,WB,14.93146365,14.92830077,2053,16.7,NC,NC,NC,NC,NC,,,,
I-16,WB,14.92830077,14.92422501,2054,21.52,NC,NC,NC,NC,NC,,,,
I-16,WB,14.92422501,14.91978751,2055,23.43,NC,NC,NC,NC,NC,,,,
I-16,WB,14.91978751,14.91655266,2056,17.08,NC,NC,NC,NC,NC,,,,
I-16,WB,14.91655266,14.91348637,2057,16.19,NC,NC,NC,NC,NC,,,,
I-16,WB,14.91348637,14.90927046,2058,22.26,NC,NC,NC,NC,NC,,,,
I-16,WB,14.90927046,14.90486326,2059,23.27,NC,NC,NC,NC,NC,,,,
I-16,WB,14.90486326,14.90166629,2060,16.88,NC,NC,NC,NC,NC,,,,
I-16,WB,14.90166629,14.89871932,2061,15.56,NC,NC,NC,NC,NC,,,,
I-16,WB,14.89871932,14.89452424,2062,22.15,NC,NC,NC,NC,NC,,,,
I-16,WB,14.89452424,14.89011515,2063,23.28,NC,NC,NC,NC,NC,,,,
I-16,WB,14.89011515,14.88687841,2064,17.09,NC,NC,NC,NC,NC,,,,
I-16,WB,14.88687841,14.88388787,2065,15.79,NC,NC,NC,NC,NC,,,,
I-16,WB,14.88388787,14.87972878,2066,21.96,NC,NC,NC,NC,NC,,,,
I-16,WB,14.87972878,14.87533674,2067,23.19,NC,NC,NC,NC,NC,,,,
I-16,WB,14.87533674,14.87214734,2068,16.84,NC,NC,NC,NC,NC,,,,
I-16,WB,14.87214734,14.8690659,2069,16.27,L2,L2,L2,L2,L2,,,,
I-16,WB,14.8690659,14.8648462,2070,22.28,NC,NC,NC,NC,NC,,,,
I-16,WB,14.8648462,14.86049961,2071,22.95,NC,NC,NC,NC,NC,,,,
I-16,WB,14.86049961,14.85730643,2072,16.86,NC,NC,NC,NC,NC,,,,
I-16,WB,14.85730643,14.85427612,2073,16,NC,NC,NC,L1,SS,,,,
I-16,WB,14.85427612,14.85010377,2074,22.03,NC,NC,NC,NC,T1,,,,
I-16,WB,14.85010377,14.84573824,2075,23.05,NC,NC,NC,NC,NC,,,,
I-16,WB,14.84573824,14.84251286,2076,17.03,NC,NC,NC,NC,NC,,,,
I-16,WB,14.84251286,14.83941059,2077,16.38,NC,NC,NC,NC,NC,,,,
I-16,WB,14.83941059,14.83525907,2078,21.92,NC,NC,NC,NC,NC,,,,
I-16,WB,14.83525907,14.83086892,2079,23.18,SS,SS,SS,SS,SS,,,,
I-16,WB,14.83086892,14.82756967,2080,17.42,NC,T2,T2,T2,T2,,,,
I-16,WB,14.82756967,14.82456778,2081,15.85,L1,SS,SS,SS,SS,,,,
I-16,WB,14.82456778,14.82041816,2082,21.91,SS,SS,SS,SS,SS,,,,
I-16,WB,14.82041816,14.81596361,2083,23.52,NC,T2,SS,SS,SS,,,,
I-16,WB,14.81596361,14.81277043,2084,16.86,NC,NC,NC,NC,NC,,,,
I-16,WB,14.81277043,14.80975527,2085,15.92,NC,NC,NC,NC,NC,,,,
I-16,WB,14.80975527,14.80550338,2086,22.45,NC,NC,NC,NC,NC,,,,
I-16,WB,14.80550338,14.80112838,2087,23.1,L1,L1,L1,L1,L2,,,,
I-16,WB,14.80112838,14.79782535,2088,17.44,NC,NC,NC,NC,NC,,,,
I-16,WB,14.79782535,14.79482913,2089,15.82,NC,NC,NC,NC,NC,,,,
I-16,WB,14.79482913,14.79063784,2090,22.13,NC,NC,NC,NC,NC,,,,
I-16,WB,14.79063784,14.78616815,2091,23.6,NC,NC,NC,NC,NC,,,,
I-16,WB,14.78616815,14.78295034,2092,16.99,NC,NC,NC,NC,NC,,,,
I-16,WB,14.78295034,14.77998443,2093,15.66,NC,NC,NC,NC,NC,,,,
I-16,WB,14.77998443,14.77579314,2094,22.13,NC,NC,NC,NC,NC,,,,
I-16,WB,14.77579314,14.77132913,2095,23.57,NC,NC,NC,NC,NC,,,,
I-16,WB,14.77132913,14.76816814,2096,16.69,NC,NC,NC,NC,NC,,,,
I-16,WB,14.76816814,14.76515867,2097,15.89,NC,NC,NC,NC,NC,,,,
I-16,WB,14.76515867,14.76098632,2098,22.03,NC,NC,NC,NC,NC,,,,
I-16,WB,14.76098632,14.75656586,2099,23.34,NC,NC,NC,NC,NC,,,,
I-16,WB,14.75656586,14.7533367,2100,17.05,NC,NC,NC,NC,NC,,,,
I-16,WB,14.7533367,14.7503026,2101,16.02,NC,NC,NC,NC,NC,,,,
I-16,WB,14.7503026,14.74606965,2102,22.35,NC,NC,NC,NC,NC,,,,
I-16,WB,14.74606965,14.7416473,2103,23.35,NC,NC,NC,NC,NC,,,,
I-16,WB,14.7416473,14.73839351,2104,17.18,NC,NC,NC,NC,NC,,,,
I-16,WB,14.73839351,14.73124957,2105,37.72,R,R,R,R,R,1,2015,1,
I-16,WB,14.73124957,14.72685563,2106,23.2,NC,NC,NC,NC,NC,,,,
I-16,WB,14.72685563,14.72357532,2107,17.32,NC,NC,NC,NC,NC,,,,
I-16,WB,14.72357532,14.72055449,2108,15.95,NC,NC,NC,NC,NC,,,,
I-16,WB,14.72055449,14.71639918,2109,21.94,NC,L1,L1,L1,L2,,,,
I-16,WB,14.71639918,14.71192949,2110,23.6,NC,NC,NC,NC,NC,,,,
I-16,WB,14.71192949,14.70421547,2111,40.73,R,R,R,R,R,1,2015,,
I-16,WB,14.70421547,14.70019085,2112,21.25,NC,NC,NC,NC,NC,,,,
I-16,WB,14.70019085,14.69705448,2113,16.56,NC,NC,NC,NC,NC,,,,
I-16,WB,14.69705448,14.69390486,2114,16.63,NC,NC,NC,NC,NC,,,,
I-16,WB,14.69390486,14.68947493,2115,23.39,NC,CC,CC,CC,CC,,,,
I-16,WB,14.68947493,14.68542948,2116,21.36,SS,SS,SS,SS,SS,,,,
I-16,WB,14.68542948,14.68234425,2117,16.29,NC,T2,T2,T2,T2,,,,
I-16,WB,14.68234425,14.67906773,2118,17.3,NC,T2,SS,SS,SS,,,,
I-16,WB,14.67906773,14.67476849,2119,22.7,T2,T2,T2,T2,SS,,,,
I-16,WB,14.67476849,14.67063591,2120,21.82,SS,SS,SS,SS,SS,,,,
I-16,WB,14.67063591,14.66750144,2121,16.55,SS,SS,SS,SS,SS,,,,
I-16,WB,14.66750144,14.66428932,2122,16.96,SS,SS,SS,SS,SS,,,,
I-16,WB,14.66428932,14.65996924,2123,22.81,SS,SS,SS,SS,SS,,,,
I-16,WB,14.65996924,14.65699954,2124,15.68,NC,NC,NC,NC,NC,,,,
I-16,WB,14.65699954,14.65258856,2125,23.29,SS,SS,SS,SS,SS,,,,
I-16,WB,14.65258856,14.64933288,2126,17.19,SS,SS,SS,SS,SS,,,,
I-16,WB,14.64933288,14.64643893,2127,15.28,T2,T2,T2,SS,SS,,,,
I-16,WB,14.64643893,14.64224386,2128,22.15,SS,SS,SS,SS,SS,,,,
I-16,WB,14.64224386,14.63775901,2129,23.68,SS,SS,SS,SS,SS,,,,
I-16,WB,14.63775901,14.63477226,2130,15.77,NC,NC,NC,NC,NC,,,,
I-16,WB,14.63477226,14.63064726,2131,21.78,NC,NC,NC,NC,NC,,,,
I-16,WB,14.63064726,14.62618325,2132,23.57,NC,NC,NC,NC,NC,,,,
I-16,WB,14.62618325,14.62300143,2133,16.8,NC,NC,NC,NC,NC,,,,
I-16,WB,14.62300143,14.62003931,2134,15.64,NC,NC,NC,L1,L2,,,,
I-16,WB,14.62003931,14.61581582,2135,22.3,NC,NC,NC,NC,NC,,,,
I-16,WB,14.61581582,14.61137264,2136,23.46,NC,NC,NC,NC,NC,,,,
I-16,WB,14.61137264,14.60823627,2137,16.56,NC,NC,NC,NC,NC,,,,
I-16,WB,14.60823627,14.60519839,2138,16.04,NC,NC,NC,NC,NC,,,,
I-16,WB,14.60519839,14.60103551,2139,21.98,NC,NC,NC,NC,NC,,,,
I-16,WB,14.60103551,14.5965999,2140,23.42,NC,NC,NC,NC,NC,,,,
I-16,WB,14.5965999,14.59334422,2141,17.19,NC,NC,NC,NC,NC,,,,
I-16,WB,14.59334422,14.59032149,2142,15.96,NC,NC,NC,NC,NC,,,,
I-16,WB,14.59032149,14.58623816,2143,21.56,NC,NC,NC,NC,NC,,,,
I-16,WB,14.58623816,14.58182338,2144,23.31,NC,NC,NC,NC,NC,,,,
I-16,WB,14.58182338,14.57851846,2145,17.45,NC,NC,NC,NC,NC,,,,
I-16,WB,14.57851846,14.57545406,2146,16.18,NC,NC,NC,NC,NC,,,,
I-16,WB,14.57545406,14.57136315,2147,21.6,NC,NC,NC,NC,NC,,,,
I-16,WB,14.57136315,14.56704308,2148,22.81,NC,NC,NC,NC,NC,,,,
I-16,WB,14.56704308,14.56384989,2149,16.86,NC,NC,NC,NC,NC,,,,
I-16,WB,14.56384989,14.56072489,2150,16.5,NC,NC,NC,NC,NC,,,,
I-16,WB,14.56072489,14.55664345,2151,21.55,NC,NC,NC,NC,NC,,,,
I-16,WB,14.55664345,14.55208853,2152,24.05,NC,NC,NC,NC,NC,,,,
I-16,WB,14.55208853,14.54898246,2153,16.4,NC,NC,NC,NC,NC,,,,
I-16,WB,14.54898246,14.54592943,2154,16.12,NC,NC,NC,NC,NC,,,,
I-16,WB,14.54592943,14.54174383,2155,22.1,NC,NC,NC,NC,NC,,,,
I-16,WB,14.54174383,14.53744837,2156,22.68,NC,NC,NC,NC,NC,,,,
I-16,WB,14.53744837,14.53424193,2157,16.93,NC,NC,NC,NC,NC,,,,
I-16,WB,14.53424193,14.53106579,2158,16.77,NC,NC,NC,NC,NC,,,,
I-16,WB,14.53106579,14.52696162,2159,21.67,NC,NC,NC,NC,NC,,,,
I-16,WB,14.52696162,14.52260367,2160,23.01,NC,NC,T1,T2,T2,,,,
I-16,WB,14.52260367,14.51922867,2161,17.82,NC,NC,NC,NC,NC,,,,
I-16,WB,14.51922867,14.51629874,2162,15.47,NC,NC,NC,NC,NC,,,,
I-16,WB,14.51629874,14.51231579,2163,21.03,NC,NC,NC,NC,NC,,,,
I-16,WB,14.51231579,14.50777601,2164,23.97,NC,NC,NC,NC,NC,,,,
I-16,WB,14.50777601,14.5047173,2165,16.15,NC,NC,NC,NC,NC,,,,
I-16,WB,14.5047173,14.50148434,2166,17.07,NC,NC,NC,NC,NC,,,,
I-16,WB,14.50148434,14.4972798,2167,22.2,NC,NC,NC,NC,NC,,,,
I-16,WB,14.4972798,14.49301464,2168,22.52,NC,NC,NC,NC,NC,,,,
I-16,WB,14.49301464,14.4897476,2169,17.25,NC,NC,NC,NC,NC,,,,
I-16,WB,14.4897476,14.48657335,2170,16.76,NC,NC,NC,NC,NC,,,,
I-16,WB,14.48657335,14.48245403,2171,21.75,NC,NC,NC,NC,NC,,,,
I-16,WB,14.48245403,14.47809608,2172,23.01,NC,NC,NC,NC,NC,,,,
I-16,WB,14.47809608,14.474776,2173,17.53,NC,NC,NC,NC,NC,,,,
I-16,WB,14.474776,14.47173433,2174,16.06,NC,NC,NC,NC,NC,,,,
I-16,WB,14.47173433,14.467651,2175,21.56,NC,NC,NC,NC,NC,,,,
I-16,WB,14.467651,14.46324001,2176,23.29,NC,NC,NC,NC,NC,,,,
I-16,WB,14.46324001,14.46000327,2177,17.09,NC,NC,NC,NC,NC,,,,
I-16,WB,14.46000327,14.45686312,2178,16.58,NC,NC,NC,NC,NC,,,,
I-16,WB,14.45686312,14.45274758,2179,21.73,NC,NC,NC,NC,NC,,,,
I-16,WB,14.45274758,14.44841993,2180,22.85,NC,NC,NC,NC,NC,,,,
I-16,WB,14.44841993,14.44506387,2181,17.72,NC,NC,NC,NC,NC,,,,
I-16,WB,14.44506387,14.44212448,2182,15.52,NC,NC,NC,NC,NC,,,,
I-16,WB,14.44212448,14.43785932,2183,22.52,NC,NC,NC,NC,NC,,,,
I-16,WB,14.43785932,14.43359038,2184,22.54,NC,NC,NC,NC,NC,,,,
I-16,WB,14.43359038,14.43025326,2185,17.62,NC,NC,NC,CC,CC,,,,
I-16,WB,14.43025326,14.42724758,2186,15.87,NC,NC,NC,NC,NC,,,,
I-16,WB,14.42724758,14.42306008,2187,22.11,NC,NC,NC,NC,NC,,,,
I-16,WB,14.42306008,14.41876651,2188,22.67,NC,NC,NC,NC,NC,,,,
I-16,WB,14.41876651,14.41554871,2189,16.99,NC,NC,NC,NC,NC,,,,
I-16,WB,14.41554871,14.41240666,2190,16.59,NC,NC,NC,NC,NC,,,,
I-16,WB,14.41240666,14.40832712,2191,21.54,NC,NC,NC,NC,NC,,,,
I-16,WB,14.40832712,14.40390855,2192,23.33,NC,NC,NC,NC,NC,,,,
I-16,WB,14.40390855,14.40065477,2193,17.18,NC,NC,NC,NC,NC,,,,
I-16,WB,14.40065477,14.3976131,2194,16.06,NC,NC,NC,NC,NC,,,,
I-16,WB,14.3976131,14.39334037,2195,22.56,NC,NC,NC,NC,NC,,,,
I-16,WB,14.39334037,14.38902029,2196,22.81,NC,NC,NC,NC,NC,,,,
I-16,WB,14.38902029,14.38583468,2197,16.82,NC,NC,NC,NC,NC,,,,
I-16,WB,14.38583468,14.38269074,2198,16.6,NC,NC,NC,NC,NC,,,,
I-16,WB,14.38269074,14.37857332,2199,21.74,NC,NC,NC,NC,NC,,,,
I-16,WB,14.37857332,14.37415476,2200,23.33,NC,NC,NC,NC,NC,,,,
I-16,WB,14.37415476,14.37097673,2201,16.78,NC,NC,NC,NC,NC,,,,
I-16,WB,14.37097673,14.36791422,2202,16.17,NC,NC,NC,NC,NC,,,,
I-16,WB,14.36791422,14.36370021,2203,22.25,NC,NC,NC,NC,NC,,,,
I-16,WB,14.36370021,14.35941233,2204,22.64,NC,NC,NC,NC,NC,,,,
I-16,WB,14.35941233,14.35619263,2205,17,NC,NC,NC,NC,NC,,,,
I-16,WB,14.35619263,14.3530468,2206,16.61,NC,NC,NC,NC,NC,,,,
I-16,WB,14.3530468,14.34892369,2207,21.77,NC,NC,NC,NC,NC,,,,
I-16,WB,14.34892369,14.34449755,2208,23.37,NC,NC,NC,NC,NC,,,,
I-16,WB,14.34449755,14.34126459,2209,17.07,NC,NC,NC,NC,NC,,,,
I-16,WB,14.34126459,14.33827406,2210,15.79,NC,NC,NC,NC,NC,,,,
I-16,WB,14.33827406,14.33408467,2211,22.12,NC,NC,NC,NC,NC,,,,
I-16,WB,14.33408467,14.32973429,2212,22.97,NC,NC,NC,NC,NC,,,,
I-16,WB,14.32973429,14.32650701,2213,17.04,NC,NC,NC,NC,NC,,,,
I-16,WB,14.32650701,14.32343504,2214,16.22,NC,NC,NC,NC,NC,,,,
I-16,WB,14.32343504,14.31925891,2215,22.05,NC,NC,NC,NC,NC,,,,
I-16,WB,14.31925891,14.31488012,2216,23.12,NC,NC,NC,NC,NC,,,,
I-16,WB,14.31488012,14.31165474,2217,17.03,NC,NC,NC,NC,NC,,,,
I-16,WB,14.31165474,14.30860739,2218,16.09,NC,NC,NC,NC,NC,,,,
I-16,WB,14.30860739,14.30443883,2219,22.01,NC,NC,NC,NC,NC,,,,
I-16,WB,14.30443883,14.30002216,2220,23.32,NC,NC,NC,NC,NC,,,,
I-16,WB,14.30002216,14.29739526,2221,13.87,NC,NC,NC,NC,NC,,,,
I-16,WB,14.29739526,14.2926017,2222,25.31,NC,NC,NC,T2,T2,,,,
I-16,WB,14.2926017,14.28823617,2223,23.05,NC,NC,NC,NC,NC,,,,
I-16,WB,14.28823617,14.2843517,2224,20.51,NC,NC,NC,NC,NC,,,,
I-16,WB,14.2843517,14.280757,2225,18.98,NC,NC,NC,NC,NC,,,,
I-16,WB,14.280757,14.2775676,2226,16.84,NC,NC,NC,NC,NC,,,,
I-16,WB,14.2775676,14.27339525,2227,22.03,NC,NC,NC,NC,NC,,,,
I-16,WB,14.27339525,14.26891798,2228,23.64,NC,NC,NC,NC,NC,,,,
I-16,WB,14.26891798,14.26573427,2229,16.81,NC,NC,NC,NC,NC,,,,
I-16,WB,14.26573427,14.26270207,2230,16.01,NC,NC,NC,NC,NC,,,,
I-16,WB,14.26270207,14.25856949,2231,21.82,NC,NC,NC,NC,NC,,,,
I-16,WB,14.25856949,14.25411116,2232,23.54,NC,NC,NC,NC,NC,,,,
I-16,WB,14.25411116,14.25091797,2233,16.86,NC,NC,NC,NC,NC,,,,
I-16,WB,14.25091797,14.24671532,2234,22.19,NC,NC,NC,NC,NC,,,,
I-16,WB,14.24671532,14.24230434,2235,23.29,NC,NC,NC,NC,NC,,,,
I-16,WB,14.24230434,14.23905623,2236,17.15,NC,NC,NC,NC,NC,,,,
I-16,WB,14.23905623,14.23605433,2237,15.85,NC,NC,NC,NC,NC,,,,
I-16,WB,14.23605433,14.23182327,2238,22.34,NC,NC,NC,NC,NC,,,,
I-16,WB,14.23182327,14.22738198,2239,23.45,NC,NC,NC,NC,NC,,,,
I-16,WB,14.22738198,14.22408653,2240,17.4,NC,NC,NC,NC,NC,,,,
I-16,WB,14.22408653,14.2210941,2241,15.8,NC,NC,NC,NC,NC,,,,
I-16,WB,14.2210941,14.21689902,2242,22.15,NC,NC,NC,NC,NC,,,,
I-16,WB,14.21689902,14.21245016,2243,23.49,NC,NC,NC,NC,NC,,,,
I-16,WB,14.21245016,14.20927213,2244,16.78,NC,NC,NC,NC,NC,,,,
I-16,WB,14.20927213,14.20627023,2245,15.85,NC,NC,NC,NC,NC,,,,
I-16,WB,14.20627023,14.20205053,2246,22.28,NC,NC,NC,NC,NC,,,,
I-16,WB,14.20205053,14.19764523,2247,23.26,NC,NC,NC,NC,NC,,,,
I-16,WB,14.19764523,14.19443311,2248,16.96,NC,NC,NC,NC,NC,,,,
I-16,WB,14.19443311,14.19138197,2249,16.11,NC,NC,NC,NC,NC,,,,
I-16,WB,14.19138197,14.18724561,2250,21.84,NC,NC,NC,NC,NC,,,,
I-16,WB,14.18724561,14.18280621,2251,23.44,L1,L1,L1,L1,L2,,,,
I-16,WB,14.18280621,14.18112439,2252,8.88,L2,L2,L2,L2,L2,,,,
I-16,WB,14.18112439,14.17960166,2253,8.04,SS,NC,NC,NC,NC,,,1,
I-16,WB,14.17960166,14.17658462,2254,15.93,SS,NC,NC,NC,NC,,,1,
I-16,WB,14.17658462,14.17241795,2255,22,NC,L1,L1,CC,CC,,,,
I-16,WB,14.17241795,14.1679634,2256,23.52,NC,NC,NC,NC,NC,,,,
I-16,WB,14.1679634,14.16470583,2257,17.2,NC,NC,NC,NC,NC,,,,
I-16,WB,14.16470583,14.16174749,2258,15.62,NC,NC,NC,T2,T2,,,,
I-16,WB,14.16174749,14.15752401,2259,22.3,NC,NC,T2,T2,T2,,,,
I-16,WB,14.15752401,14.1531509,2260,23.09,NC,NC,NC,NC,T1,,,,
I-16,WB,14.1531509,14.14991415,2261,17.09,NC,NC,NC,NC,NC,,,,
I-16,WB,14.14991415,14.14687627,2262,16.04,NC,NC,NC,NC,NC,,,,
I-16,WB,14.14687627,14.14273233,2263,21.88,NC,NC,NC,NC,NC,,,,
I-16,WB,14.14273233,14.13819067,2264,23.98,NC,NC,NC,NC,NC,,,,
I-16,WB,14.13819067,14.13500885,2265,16.8,NC,NC,NC,NC,NC,,,,
I-16,WB,14.13500885,14.1320221,2266,15.77,NC,NC,NC,NC,NC,,,,
I-16,WB,14.1320221,14.12785354,2267,22.01,NC,NC,NC,NC,NC,,,,
I-16,WB,14.12785354,14.12336869,2268,23.68,NC,NC,NC,NC,NC,,,,
I-16,WB,14.12336869,14.12021907,2269,16.63,NC,NC,NC,NC,NC,,,,
I-16,WB,14.12021907,14.11713763,2270,16.27,NC,NC,NC,NC,NC,,,,
I-16,WB,14.11713763,14.11295013,2271,22.11,NC,NC,NC,NC,NC,,,,
I-16,WB,14.11295013,14.10848422,2272,23.58,NC,NC,NC,NC,NC,,,,
I-16,WB,14.10848422,14.10531376,2273,16.74,NC,NC,NC,NC,NC,,,,
I-16,WB,14.10531376,14.10227588,2274,16.04,NC,NC,NC,NC,NC,,,,
